Tasks Stock Meltdown Spectre MDS AllOff
mkl-dnn_conv_alexnet	7.07 7.07 7.07 7.07 7.07
mkl-dnn_ip_1d	6.75 6.75 6.75 6.75 6.75
mkl-dnn_ip_all	9.62 9.62 9.62 9.62 9.62
mkl-dnn_rnn_training	9.02 9.02 9.02 9.02 9.02
node-express-loadtest	5.75 5.75 5.75 5.75 5.47
numenta-nab	15.87 15.87 15.87 15.85 15.87
phpbench	6.75 6.75 6.75 6.75 6.75
primesieve	9.87 9.87 9.87 9.87 9.87
pymongo	9.07 9.15 9.02 9.07 9.07
rbenchmark	8.12 8.12 8.12 8.02 7.92
redis_get	10.45 9.92 10.15 10.00 8.95
redis_set	10.42 9.87 10.15 9.95 8.95
redis_lpush	10.45 9.92 10.15 9.95 8.95
redis_lpop	10.45 9.87 10.15 9.95 8.95
redis_sadd	10.45 9.92 10.15 9.95 8.95
rust-prime	7.92 7.92 7.92 7.92 7.92
scikit	9.55 9.55 9.55 9.50 9.50
stress-ng_vecmath	8.40 7.22 7.22 7.22 7.22
stress-ng_matrix	6.57 6.40 6.40 6.40 6.57
stress-ng_fork	7.92 7.82 7.92 7.72 7.60
stress-ng_msg	7.72 7.22 7.60 6.40 5.75
stress-ng_sem	7.47 7.60 7.47 7.07 7.22
stress-ng_sock	8.32 8.32 8.32 8.32 8.12
stress-ng_switch	8.12 8.02 7.82 7.60 7.35
stream	10.42 10.42 10.42 10.42 10.42
swet	6.57 6.57 6.57 6.57 6.57
t-test1	4.85 4.85 4.85 4.85 4.47
tensorflow	10.30 10.37 10.37 10.37 10.37
tinymembench	14.02 14.15 14.22 13.92 14.05
ttsiod-renderer	9.77 9.77 9.77 9.77 9.77
xsbench	10.97 10.97 10.97 10.97 10.97
ramspeed_copy_int	12.35 12.35 12.35 12.35 12.35
ramspeed_scale_int	12.35 12.35 12.35 12.35 12.35
ramspeed_add_int	12.35 12.35 12.35 12.35 12.35
ramspeed_triad_int	12.35 12.35 12.35 12.35 12.35
ramspeed_copy_float	12.35 12.35 12.35 12.35 12.35
ramspeed_scale_float	12.35 12.35 12.35 12.35 12.35
ramspeed_add_float	12.35 12.35 12.35 12.35 12.35
ramspeed_traid_float	12.35 12.35 12.35 12.35 12.35
botan_AES-256	7.72 7.72 7.72 7.72 7.72
botan_Blowfish	7.47 7.47 7.47 7.47 7.47
botan_CAST-256	7.47 7.47 7.47 7.47 7.47
botan_KASUMI	7.47 7.47 7.47 7.47 7.47
botan_Twofish	7.47 7.47 7.47 7.47 7.47
build-gcc	14.70 14.65 14.67 14.62 14.60
javascimark2	8.12 8.02 8.12 8.02 8.12
sunflow	7.82 7.72 7.82 7.82 7.82
sqlitebench	12.22 12.30 12.05 12.22 12.15
iozone_-s2096000	11.32 11.30 11.30 11.27 11.20
iozone_-s4096000	13.60 13.60 13.60 13.60 13.50
iozone_-s8126000	16.27 16.30 16.27 16.25 16.20
dbench_1	16.42 16.42 16.42 16.42 16.42
dbench_6	16.42 16.42 16.42 16.42 16.42
dbench_12	16.42 16.42 16.42 16.42 16.42
dbench_48	16.42 16.42 16.42 16.42 16.42
dbench_128	16.42 16.42 16.42 16.42 16.42
dbench_256	16.45 16.45 16.42 16.45 16.45
postmark	11.72 11.72 11.70 11.77 11.70
fs-mark_1000_Files_1MB_Size	9.62 9.67 9.62 9.62 9.62
fs-mark_5000_Files_1MB_Size_4_Threads	14.95 14.92 14.87 14.95 14.92
fs-mark_4000_Files_32_Sub_Dirs_1MB_Size	12.60 12.57 12.57 12.57 12.57
bork	6.75 6.75 7.07 6.75 6.57
ffmpeg	4.47 4.00 4.47 4.00 4.00
encode-mp3	8.32 8.32 8.32 8.32 8.32
graphics-magick_minify	9.67 9.62 9.62 9.62 9.55
graphics-magick_gaussian	14.32 14.30 14.30 14.30 14.30
graphics-magick_sharpen	15.42 15.45 15.42 15.42 15.42
graphics-magick_rotate	13.20 13.17 13.17 13.15 13.15
graphics-magick_resize	10.65 10.65 10.52 10.65 10.60
rocksdb_fillseq	7.60 7.60 7.60 7.60 7.47
rocksdb_fillrandom	8.57 8.57 8.57 8.57 8.57
rocksdb_readrandom	7.92 7.92 7.92 7.92 7.92
cassandra_write	6.40 6.40 6.40 6.40 6.40
cassandra_read	6.75 6.75 6.75 6.75 6.75
cassandra_mixed_1_1	6.75 6.75 6.75 6.75 6.75
cassandra_mixed_1_3	6.75 6.75 6.75 6.75 6.75
compilebench_initial_create	13.30 13.05 12.97 12.92 13.00
compilebench_compile	13.07 13.00 13.00 12.92 13.00
compilebench_read_compile_tree	13.07 13.05 12.97 12.95 13.00
smallpt	8.02 7.92 7.92 8.02 7.92
build-php	11.47 11.45 11.45 11.45 11.42
inkscape	7.82 7.82 7.82 7.82 7.72
rawtherapee	11.30 11.27 11.22 11.27 11.27
tjbench	7.92 7.92 7.92 7.92 7.92
darktable_masskrug.NEF	6.20 6.20 6.20 6.20 6.20
darktable_bench.SRW	8.22 8.22 8.22 8.22 8.22
darktable_server_room.NEF	5.47 5.47 5.47 5.47 5.47
rsvg	6.92 6.75 6.92 6.75 6.75
gegl_rotate-on-center	9.67 9.67 9.62 9.62 9.62
gegl_scale-size	4.47 4.47 4.47 4.47 4.47
gegl_antialias	9.62 9.62 9.62 9.55 9.55
gegl_cartoon	12.00 12.00 11.97 11.95 11.95
gegl_color-enhance	10.52 10.52 10.50 10.50 10.50
gegl_crop	5.75 5.75 5.47 5.47 5.47
gegl_wavelet-blur	10.72 10.72 10.67 10.67 10.67
gegl_reflect	8.87 8.87 8.87 8.87 8.87
gegl_tile-glass	8.87 8.87 8.87 8.80 8.80
renaissance_akka-uct	6.40 6.40 6.40 6.40 6.40
renaissance_reactors	7.72 7.72 7.72 7.60 7.47
renaissance_als	5.75 5.97 5.75 5.75 5.75
renaissance_naive-bayes	6.40 6.20 6.20 6.40 6.40
renaissance_page-rank	8.50 8.57 8.50 8.57 8.57
renaissance_db-shootout	7.35 7.35 7.35 7.22 7.22
renaissance_dotty	5.17 5.17 5.17 5.17 5.17
renaissance_finagle-chirper	5.47 5.47 5.47 5.47 5.47
java-jmh	15.52 15.52 15.52 15.52 15.52
schbench_2	8.50 8.50 8.50 8.50 8.50
schbench_4	8.50 8.50 8.50 8.50 8.50
schbench_8	8.50 8.50 8.50 8.50 8.50
osbench_create_files	8.40 8.22 8.12 8.22 7.82
osbench_create_processes	7.72 7.47 7.72 7.60 7.35
osbench_create_threads	7.35 7.07 7.35 7.22 6.75
osbench_launch_programs	5.97 5.75 5.97 5.75 5.47
osbench_mem_alloc	7.82 7.72 7.82 7.72 7.60
tiobench_write	13.32 13.30 13.27 13.27 13.27
tiobench_read	13.25 13.20 13.30 13.27 13.22
tiobench_random_write	14.60 14.57 14.52 14.52 14.52
tiobench_random_read	13.20 13.17 13.30 13.30 13.25
pybench	7.92 7.92 7.92 7.92 7.92
network-loopback	9.72 9.50 9.50 9.55 9.20
svt-vp9_tune_0	10.87 10.87 10.85 10.87 10.85
svt-vp9_tune_1	10.85 10.85 10.82 10.85 10.82
svt-vp9_tune_2	10.85 10.85 10.82 10.85 10.82
svt-hevc	8.22 8.22 8.22 8.22 8.22
tungsten_hair	10.22 10.22 10.22 10.22 10.22
tungsten_water-caustic	9.67 9.67 9.67 9.67 9.67
tungsten_non-exponential	6.57 6.57 6.57 6.57 6.57
tungsten_volumetric-caustic	7.35 7.35 7.35 7.35 7.35
ospray_san_miguel	10.00 10.00 10.00 10.00 10.00
ospray_xfrog_forest	13.02 13.02 13.00 13.02 13.00
ospray_magnetic_reconnection	8.57 8.57 8.57 8.57 8.57
embree_crown	12.27 12.27 12.27 12.27 12.27
embree_asian_dragon	11.90 11.90 11.90 11.90 11.90
embree_asian_dragon_obj	12.47 12.47 12.47 12.47 12.47
iperf_tcp	8.72 8.72 8.72 8.72 8.72
iperf_udp	8.72 8.72 8.72 8.72 8.72
oidn	8.32 8.32 8.32 8.32 8.32
pyperformance-run_2to3	10.27 10.22 10.22 10.22 10.22
pyperformance-run_chaos	7.72 7.72 7.72 7.72 7.72
pyperformance-run_crypto_pyaes	7.47 7.47 7.47 7.47 7.47
pyperformance-run_django_template	8.50 8.50 8.50 8.50 8.50
pyperformance-run_float	7.47 7.47 7.47 7.47 7.47
pyperformance-run_go	9.45 9.45 9.45 9.45 9.45
pyperformance-run_json_loads	7.92 7.92 7.92 7.92 7.92
pyperformance-run_nbody	7.72 7.72 7.72 7.72 7.72
pyperformance-run_pathlib	8.65 8.57 8.57 8.57 8.40
pyperformance-run_pickle_pure_python	8.32 8.32 8.32 8.32 8.32
pyperformance-run_python_startup	11.07 11.00 11.02 11.00 10.95
pyperformance-run_raytrace	11.10 11.10 11.07 11.10 11.07
pyperformance-run_regex_compile	8.95 8.95 8.95 8.95 8.95
rays1bench	8.72 8.72 8.72 8.72 8.72
cp2k	15.77 15.77 15.92 15.75 15.70
svt-av1	9.02 9.02 8.95 9.02 9.02
dav1d_summer_nature_1080p.ivf	6.57 6.57 6.57 6.57 6.57
dav1d_summer_nature_4k.ivf	9.92 9.92 9.87 9.87 9.87
dav1d_chimera_8b_1080p.ivf	9.50 9.45 9.45 9.45 9.45
dav1d_chimera_10b_1080p.ivf	13.95 13.95 13.95 13.95 13.95
cpuminer-opt_lbry	8.50 8.50 8.50 8.50 8.50
cpuminer-opt_sha256t	8.50 8.50 8.50 8.50 8.50
cpuminer-opt_skein	8.50 8.50 8.50 8.50 8.57
cpuminer-opt_myr-gr	8.57 8.50 8.57 8.50 8.50
cpuminer-opt_m7m	9.07 9.07 9.07 9.07 9.07
cpuminer-opt_deep	8.80 8.80 8.80 8.80 8.80
vpxenc	8.02 8.02 8.02 8.02 8.02
mt-dgemm	14.85 14.82 14.75 14.85 14.80
deepspeech	11.37 11.37 11.37 11.35 11.37
octave-benchmark	5.75 5.75 5.75 5.75 5.47
build-llvm	16.90 16.87 16.87 16.87 16.85
build2	13.17 13.20 13.20 13.20 13.17
build-gdb	12.22 12.17 12.20 12.15 12.12
encode-flac	7.47 7.47 7.47 7.47 7.47
openarenaG_800x600	11.65 11.65 11.70 11.65 11.65
openarenaG_1024x768	12.45 12.45 12.45 12.45 12.45
openarenaG_1920x1080	14.30 14.27 14.27 14.30 14.30
openarenaG_2560x1440	11.07 11.07 11.07 11.07 11.07
urbanterrorG_800x600	8.87 8.80 8.87 8.87 8.87
urbanterrorG_1024x768	9.32 9.32 9.32 9.32 9.32
urbanterrorG_1920x1080	10.60 10.60 10.60 10.60 10.60
urbanterrorG_2560x1440	8.50 8.50 8.50 8.50 8.50
unigine-valley_800x600	13.62 13.60 13.60 13.60 13.60
unigine-valley_1024x768	13.72 13.72 13.72 13.72 13.72
unigine-valley_1920x1080	15.07 15.07 15.07 15.07 15.07
unigine-valley_2560x1440	16.22 16.20 16.20 16.20 16.22
unigine-heaven_800x600	14.35 14.35 14.35 14.35 14.35
unigine-heaven_1024x768	14.37 14.37 14.37 14.37 14.37
unigine-heaven_1920x1080	15.20 15.20 15.20 15.20 15.20
unigine-heaven_2560x1440	16.45 16.42 16.42 16.42 16.45
glmark2_800x600	14.50 14.50 14.50 14.50 14.50
glmark2_1024x768	14.50 14.50 14.50 14.50 14.50
glmark2_1920x1080	14.50 14.50 14.50 14.50 14.50
glmark2_2560x1440	14.50 14.50 14.50 14.50 14.50
qgears_-image	12.80 12.70 12.70 12.70 12.40
qgears_-render	12.67 12.60 12.60 12.60 12.35
qgears_TEXT	11.65 11.60 11.60 11.60 11.22
qgears_GEARSFANCY	12.70 12.60 12.60 12.60 12.32
qgears_COMPO	8.12 6.92 6.92 6.92 5.75
jxrend	7.60 7.47 7.60 7.47 7.47
nexuiz_800x600	7.92 7.92 7.92 7.92 7.92
nexuiz_1024x768	8.50 8.50 8.50 8.50 8.50
nexuiz_1920x1080	9.92 9.87 9.87 9.87 9.87
nexuiz_2560x1440	9.92 9.87 9.87 9.87 9.87
xonotic_800x600	16.97 16.95 16.95 16.95 16.95
xonotic_1024x768	16.97 16.95 16.95 16.95 16.95
xonotic_1920x1080	16.95 16.95 16.95 16.95 16.95
xonotic_2560x1440	16.95 16.95 16.95 16.95 16.95
paraview_manyspheres	14.70 14.70 14.70 14.72 14.70
paraview_waveletcontour	16.65 16.65 16.65 16.62 16.67
paraview_waveletvolume	8.57 8.57 8.57 8.57 8.57
indigobench_supercar	10.27 10.27 10.27 10.27 10.27
indigobench_bedroom	10.30 10.30 10.30 10.30 10.30
j2dbench_all	14.70 14.70 14.70 14.70 14.70
j2dbench_images	11.62 11.62 11.62 11.62 11.62
j2dbench_graphics	13.75 13.72 13.75 13.75 13.72
j2dbench_text	6.57 6.57 6.57 6.57 6.57
